epoch,loss,lr,random_baseline_loss,loss_minus_random_baseline,seconds,total_seconds
1,5.474377870559692,0.029992598405485973,5.541263545158426,-0.0668856745987334,493.0728015899658,493.073801279068
2,5.435015439987183,0.029970400926424074,5.541263545158426,-0.10624810517124317,482.09397411346436,975.7011370658875
3,5.365150451660156,0.029933429469046202,5.541263545158426,-0.17611309349826954,476.18995785713196,1452.6320314407349
4,5.291372537612915,0.029881720519717173,5.541263545158426,-0.24989100754551075,475.86416888237,1929.2044837474823
5,5.224315404891968,0.02981532510892707,5.541263545158426,-0.316948140266458,475.04611897468567,2404.824902534485
6,5.113503456115723,0.029734308760930334,5.541263545158426,-0.42776008904270313,479.202024936676,2884.6094608306885
7,5.0786659717559814,0.029638751429081213,5.541263545158426,-0.46259757340244434,475.14559507369995,3360.3519945144653
8,5.023343086242676,0.029528747416929468,5.541263545158426,-0.51792045891575,487.2191495895386,3848.1513504981995
9,4.794504642486572,0.02940440528515415,5.541263545158426,-0.7467589026718535,474.6542754173279,4323.38519859314
10,4.812161207199097,0.029265847744427306,5.541263545158426,-0.7291023379593291,476.80174231529236,4800.743319511414
11,4.669201135635376,0.029113211534313385,5.541263545158426,-0.8720624095230498,477.07384514808655,5278.137101173401
12,4.544342279434204,0.028946647288323774,5.541263545158426,-0.9969212657242217,476.92747807502747,5755.676963329315
13,4.572144269943237,0.02876631938525972,5.541263545158426,-0.9691192752151885,477.15499544143677,6233.404892206192
14,4.661175012588501,0.028572405786990298,5.541263545158426,-0.8800885325699248,474.7690281867981,6708.478921175003
15,4.458035469055176,0.02836509786282552,5.541263545158426,-1.08322807610325,477.0730950832367,7185.85401558876
16,4.322399616241455,0.028144600200657958,5.541263545158426,-1.2188639289169707,476.3984422683716,7662.8108468055725
17,4.331678152084351,0.027911130405059163,5.541263545158426,-1.2095853930740752,477.66499042510986,8141.032284975052
18,4.2822699546813965,0.027664918882530233,5.541263545158426,-1.2589935904770293,477.1231532096863,8618.475439310074
19,4.212217807769775,0.027406208614118435,5.541263545158426,-1.3290457373886504,475.74600982666016,9094.821826934814
20,4.230084180831909,0.02713525491562422,5.541263545158426,-1.3111793643265166,478.74568796157837,9574.210887670517
21,4.001641869544983,0.026852325185635365,5.541263545158426,-1.5396216756134429,477.4290328025818,10051.951336622238
22,3.9659208059310913,0.026557698641636845,5.541263545158426,-1.5753427392273345,477.0589962005615,10529.602774620056
23,3.8009084463119507,0.0262516660444569,5.541263545158426,-1.740355098846475,476.6946759223938,11006.873452186584
24,3.789047956466675,0.02593452941132118,5.541263545158426,-1.752215588691751,476.66535902023315,11484.117167949677
25,3.6218289136886597,0.025606601717798216,5.541263545158426,-1.9194346314697661,474.9997019767761,11959.673312425613
26,3.779142141342163,0.025268206588930336,5.541263545158426,-1.7621214038162627,476.0295686721802,12436.284880399704
27,3.5372284650802612,0.024919677979854785,5.541263545158426,-2.0040350800781646,476.8326780796051,12913.435920238495
28,3.469003915786743,0.024561359846230355,5.541263545158426,-2.0722596293716826,476.6640455722809,13390.658902168274
29,3.4119492769241333,0.024193605804794658,5.541263545158426,-2.1293142682342925,476.369845867157,13867.594685792923
30,3.4262927770614624,0.023816778784387108,5.541263545158426,-2.1149707680969634,476.5315091609955,14344.793193817139
31,3.4431746006011963,0.02343125066778197,5.541263545158426,-2.0980889445572295,478.2968122959137,14823.411942005157
32,3.2656397819519043,0.023037401924684956,5.541263545158426,-2.2756237632065215,475.32613945007324,15299.163076400757
33,3.285048007965088,0.02263562123625558,5.541263545158426,-2.256215537193338,475.6075336933136,15775.382616996765
34,3.2009010314941406,0.02222630511152574,5.541263545158426,-2.340362513664285,477.12787985801697,16252.829496622086
35,3.184103012084961,0.02180985749609321,5.541263545158426,-2.357160533073465,474.63327050209045,16728.05314230919
36,3.0826447010040283,0.021386689373476098,5.541263545158426,-2.4586188441543975,476.0577836036682,17204.87011885643
37,3.105452060699463,0.020957218359521718,5.541263545158426,-2.435811484458963,474.70810532569885,17680.19460606575
38,3.0478886365890503,0.02052186829027018,5.541263545158426,-2.4933749085693755,475.93819308280945,18156.483217716217
39,2.8297523260116577,0.02008106880367938,5.541263545158426,-2.711511219146768,477.0980522632599,18634.158267974854
40,2.9640886783599854,0.01963525491562422,5.541263545158426,-2.5771748667984404,474.2830455303192,19109.097698688507
41,2.947732448577881,0.019184866590588448,5.541263545158426,-2.593531096580545,474.1649112701416,19583.602020263672
42,2.8188599348068237,0.018730348307472826,5.541263545158426,-2.722403610351602,476.9265215396881,20060.87753868103
43,2.8335659503936768,0.018272148620948146,5.541263545158426,-2.707697594764749,475.63035893440247,20537.09529185295
44,2.7912791967391968,0.017810719718785877,5.541263545158426,-2.749984348419229,477.6549971103668,21015.083366394043
45,2.597628355026245,0.01734651697560347,5.541263545158426,-2.9436351901321807,473.7438700199127,21489.405612945557
46,2.771512746810913,0.016879998503464572,5.541263545158426,-2.7697507983475127,474.29973793029785,21964.26035141945
47,2.6897757053375244,0.016411624699777718,5.541263545158426,-2.8514878398209014,477.2076394557953,22441.767316818237
48,2.6250017881393433,0.015941857792939707,5.541263545158426,-2.9162617570190825,475.75910210609436,22917.827417850494
49,2.5871390104293823,0.01547116138617193,5.541263545158426,-2.9541245347290435,476.081045627594,23394.246653318405
50,2.4079543352127075,0.015000000000000005,5.541263545158426,-3.1333092099457183,476.08383536338806,23871.04823565483
51,2.456924319267273,0.014528838613828081,5.541263545158426,-3.084339225891153,475.6739299297333,24347.316566944122
52,2.500522017478943,0.014058142207060304,5.541263545158426,-3.040741527679483,474.5691976547241,24822.35133433342
53,2.5449349880218506,0.013588375300222288,5.541263545158426,-2.996328557136575,478.27858901023865,25300.999351978302
54,2.369624376296997,0.01312000149653544,5.541263545158426,-3.1716391688614287,475.13867950439453,25776.530421495438
55,2.3026050329208374,0.012653483024396539,5.541263545158426,-3.2386585122375884,477.9227499961853,26255.03502202034
56,2.2004474401474,0.012189280281214132,5.541263545158426,-3.340816105011026,476.91980957984924,26732.542204141617
57,2.2637020349502563,0.011727851379051867,5.541263545158426,-3.2775615102081694,476.07751512527466,27209.20965409279
58,2.2032699584960938,0.011269651692527178,5.541263545158426,-3.337993586662332,476.34691548347473,27685.944935798645
59,2.2486088275909424,0.010815133409411563,5.541263545158426,-3.2926547175674834,477.7691903114319,28164.246122837067
60,2.361175060272217,0.010364745084375794,5.541263545158426,-3.180088484886209,478.845162153244,28643.419572114944
61,2.229669213294983,0.00991893119632063,5.541263545158426,-3.311594331863443,475.16454100608826,29118.95410823822
62,2.0867031812667847,0.009478131709729836,5.541263545158426,-3.454560363891641,477.3873555660248,29596.685460805893
63,2.181647539138794,0.00904278164047829,5.541263545158426,-3.359616006019632,476.20682644844055,30073.466284036636
64,2.0652411580085754,0.00861331062652391,5.541263545158426,-3.4760223871498503,476.8049829006195,30550.594262838364
65,2.206367611885071,0.0081901425039068,5.541263545158426,-3.334895933273355,477.2824056148529,31028.45466518402
66,2.068813920021057,0.007773694888474269,5.541263545158426,-3.4724496251373687,477.9409146308899,31506.779576063156
67,2.011747896671295,0.007364378763744431,5.541263545158426,-3.5295156484871306,477.1232750415802,31984.225848674774
68,2.0687344074249268,0.006962598075315048,5.541263545158426,-3.472529137733499,475.085645198822,32459.991714715958
69,2.0271302461624146,0.006568749332218041,5.541263545158426,-3.5141332989960112,478.252081155777,32938.5927939415
70,2.0520308017730713,0.006183221215612906,5.541263545158426,-3.4892327433853545,475.3287901878357,33414.29758429527
71,2.0354048013687134,0.005806394195205352,5.541263545158426,-3.5058587437897124,476.7808063030243,33891.4107465744
72,1.968820333480835,0.005438640153769655,5.541263545158426,-3.572443211677591,478.3600182533264,34370.236760377884
73,1.9482306838035583,0.005080322020145226,5.541263545158426,-3.5930328613548674,476.56247425079346,34847.486604213715
74,1.8729480504989624,0.00473179341106967,5.541263545158426,-3.6683154946594634,477.04373240470886,35325.14533281326
75,1.9696757793426514,0.0043933982822017895,5.541263545158426,-3.5715877658157744,477.64885997772217,35803.40755939484
76,1.8063390851020813,0.004065470588678831,5.541263545158426,-3.7349244600563445,475.76648473739624,36279.56803870201
77,1.9195736050605774,0.003748333955543109,5.541263545158426,-3.6216899400978484,475.9047520160675,36756.05778837204
78,1.8700566291809082,0.003442301358363164,5.541263545158426,-3.6712069159775176,474.0918884277344,37230.477083444595
79,1.8549712896347046,0.0031476748143646448,5.541263545158426,-3.686292255523721,476.18959188461304,37706.98867225647
80,1.8131448030471802,0.0028647450843757908,5.541263545158426,-3.7281187421112456,476.02421522140503,38183.38765788078
81,1.634367048740387,0.0025937913858815765,5.541263545158426,-3.906896496418039,476.5190095901489,38660.267668008804
82,1.9408806562423706,0.002335081117469778,5.541263545158426,-3.600382888916055,478.2931959629059,39139.20422887802
83,2.0235915184020996,0.0020888695949408446,5.541263545158426,-3.517672026756326,475.4709303379059,39615.00357103348
84,1.9875386953353882,0.0018553997993420472,5.541263545158426,-3.5537248498230376,476.6654529571533,40091.987020254135
85,1.7051401138305664,0.001634902137174484,5.541263545158426,-3.8361234313278594,474.37595224380493,40566.72471499443
86,1.7315014004707336,0.0014275942130097103,5.541263545158426,-3.809762144687692,478.7961220741272,41045.84083390236
87,1.6856766939163208,0.0012336806147402867,5.541263545158426,-3.855586851242105,478.74491119384766,41524.953743457794
88,1.7511184811592102,0.0010533527116762301,5.541263545158426,-3.7901450639992156,474.96459555625916,42000.22833633423
89,1.7718559503555298,0.0008867884656866185,5.541263545158426,-3.769407594802896,476.1790473461151,42476.75574207306
90,1.850017488002777,0.0007341522555726973,5.541263545158426,-3.6912460571556487,476.39218068122864,42953.48392057419
91,1.9173292517662048,0.0005955947148458559,5.541263545158426,-3.623934293392221,479.7483665943146,43433.57128381729
92,1.8046401739120483,0.00047125258307053567,5.541263545158426,-3.7366233712463774,474.6197247505188,43908.59600543976
93,1.6086488366127014,0.00036124857091879027,5.541263545158426,-3.9326147085457244,479.00443840026855,44387.93745112419
94,1.7002954483032227,0.0002656912390696693,5.541263545158426,-3.840968096855203,476.1916735172272,44864.74967074394
95,1.710829496383667,0.0001846748910729352,5.541263545158426,-3.830434048774759,476.55048179626465,45341.66214966774
96,1.887759268283844,0.00011827948028283359,5.541263545158426,-3.653504276874582,475.45934987068176,45817.52249622345
97,1.8920533657073975,6.657053095380009e-05,5.541263545158426,-3.6492101794510283,478.012779712677,46295.87727308273
98,1.7458693981170654,2.959907357592663e-05,5.541263545158426,-3.7953941470413604,475.2966687679291,46771.50293970108
99,1.542210578918457,7.401594514026003e-06,5.541263545158426,-3.9990529662399688,476.75297927856445,47248.576984882355
100,1.869104027748108,0.0,5.541263545158426,-3.672159517410318,476.2406096458435,47725.43859195709
