layer,fold,scope,device,batch_size,num_batches,temperature,lr,amp_enabled,max_grad_norm,loss_train_before_step,loss_eval_before_step,loss_eval_after_one_step,loss_eval_delta_after_one_step,random_baseline_loss,baseline_close_initial,tracked_param,tracked_param_delta_l2,tracked_param_delta_max_abs,view_absdiff_mean,view1_mean,view1_std,view2_mean,view2_std,grad_total_params,grad_trainable_params,grad_trainable_tensors,grad_grad_tensors,grad_none_grad_tensors,grad_grad_norm_l2,grad_max_abs_grad,before_loss_eval,before_random_baseline_loss,before_loss_minus_random_baseline,before_feature_mean,before_feature_std,before_projection_mean,before_projection_std,before_projection_norm_mean,before_projection_norm_std,before_positive_cosine_mean,before_positive_cosine_std,before_negative_cosine_mean,before_negative_cosine_std,before_pos_minus_neg_cosine,after_loss_eval,after_random_baseline_loss,after_loss_minus_random_baseline,after_feature_mean,after_feature_std,after_projection_mean,after_projection_std,after_projection_norm_mean,after_projection_norm_std,after_positive_cosine_mean,after_positive_cosine_std,after_negative_cosine_mean,after_negative_cosine_std,after_pos_minus_neg_cosine,failures,warnings,passed
sup,0,fold_train,cuda,128,2,0.07,0.03,False,1.0,5.509993553161621,5.462044715881348,5.369484901428223,-0.092559814453125,5.541263545158426,False,encoder.features.0.0.weight,0.010149043053388596,0.0014078872045502067,0.9707448482513428,-0.07899338006973267,0.9131239652633667,-0.10043933242559433,0.9176045656204224,28045280,28045280,182,182,0,8.51270787116016,1.5190050601959229,5.462044715881348,5.541263545158426,-0.07921882927707813,0.013666851446032524,0.1702849566936493,-0.0030344491824507713,0.08833624422550201,1.0,2.9451005190139767e-08,0.9426316618919373,0.03393108770251274,0.9317809343338013,0.034740012139081955,0.010850727558135986,5.369484901428223,5.541263545158426,-0.17177864373020313,0.011018301360309124,0.16202819347381592,-0.004330917727202177,0.08828218281269073,1.0,3.434547934944021e-08,0.9468520283699036,0.02897554449737072,0.9289326667785645,0.03623759374022484,0.01791936159133911,,,True
