epoch,loss,lr,random_baseline_loss,loss_minus_random_baseline,seconds,total_seconds
1,5.497698783874512,0.029992598405485973,5.541263545158426,-0.043564761283914066,498.65473651885986,498.6557366847992
2,5.4388909339904785,0.029970400926424074,5.541263545158426,-0.10237261116794727,483.80741357803345,982.9751510620117
3,5.277692556381226,0.029933429469046202,5.541263545158426,-0.2635709887772002,482.47517585754395,1466.0017170906067
4,5.330277919769287,0.029881720519717173,5.541263545158426,-0.21098562538913868,479.1254858970642,1945.678590297699
5,5.289814233779907,0.02981532510892707,5.541263545158426,-0.25144931137851856,479.4138445854187,2425.3874344825745
6,5.155301332473755,0.029734308760930334,5.541263545158426,-0.3859622126846709,480.0509285926819,2905.7343628406525
7,5.0896666049957275,0.029638751429081213,5.541263545158426,-0.45159694016269825,480.46362590789795,3386.74640417099
8,5.067659854888916,0.029528747416929468,5.541263545158426,-0.47360369026950977,480.75728392601013,3868.0841200351715
9,5.056141138076782,0.02940440528515415,5.541263545158426,-0.48512240708164356,477.4012336730957,4346.034236192703
10,5.017478942871094,0.029265847744427306,5.541263545158426,-0.523784602287332,478.74298071861267,4825.326605319977
11,5.040129661560059,0.029113211534313385,5.541263545158426,-0.5011338835983672,477.01466965675354,5303.049269914627
12,4.9838409423828125,0.028946647288323774,5.541263545158426,-0.5574226027756133,479.86268949508667,5783.26032948494
13,4.934679269790649,0.02876631938525972,5.541263545158426,-0.6065842753677764,481.1720778942108,6265.088467597961
14,4.934227228164673,0.028572405786990298,5.541263545158426,-0.6070363169937529,479.58774995803833,6745.269593477249
15,4.972127914428711,0.02836509786282552,5.541263545158426,-0.5691356307297148,480.31599831581116,7226.1695902347565
16,4.89287805557251,0.028144600200657958,5.541263545158426,-0.648385489585916,480.6872661113739,7707.223206520081
17,4.897655725479126,0.027911130405059163,5.541263545158426,-0.6436078196792998,478.5194525718689,8186.375028848648
18,4.819971323013306,0.027664918882530233,5.541263545158426,-0.7212922221451201,479.4994475841522,8666.22241640091
19,4.740028381347656,0.027406208614118435,5.541263545158426,-0.8012351638107695,479.23278284072876,9146.172551393509
20,4.910406589508057,0.02713525491562422,5.541263545158426,-0.6308569556503691,477.65091490745544,9624.459781646729
21,4.716023921966553,0.026852325185635365,5.541263545158426,-0.825239623191873,478.770058631897,10103.553837299347
22,4.909198522567749,0.026557698641636845,5.541263545158426,-0.6320650225906768,479.2506787776947,10583.400513410568
23,4.773115634918213,0.0262516660444569,5.541263545158426,-0.7681479102402129,478.78382420539856,11062.592334508896
24,4.699129581451416,0.02593452941132118,5.541263545158426,-0.8421339637070098,479.89351296424866,11542.897844076157
25,4.590182304382324,0.025606601717798216,5.541263545158426,-0.9510812407761016,481.4097990989685,12024.919023752213
26,4.465943098068237,0.025268206588930336,5.541263545158426,-1.0753204470901885,481.999751329422,12507.485180139542
27,4.469418287277222,0.024919677979854785,5.541263545158426,-1.071845257881204,478.1330575942993,12986.374450683594
28,4.4546520709991455,0.024561359846230355,5.541263545158426,-1.0866114741592803,480.7355041503906,13467.410853147507
29,4.3555588722229,0.024193605804794658,5.541263545158426,-1.1857046729355254,485.762001991272,13953.732417345047
30,4.38176417350769,0.023816778784387108,5.541263545158426,-1.1594993716507354,473.66027760505676,14427.94414138794
31,4.32935094833374,0.02343125066778197,5.541263545158426,-1.2119125968246856,476.6339416503906,14904.88148355484
32,4.327874660491943,0.023037401924684956,5.541263545158426,-1.2133888846664824,475.6630012989044,15381.118854284286
33,4.301919460296631,0.02263562123625558,5.541263545158426,-1.239344084861795,474.65199518203735,15856.323348283768
34,4.348340034484863,0.02222630511152574,5.541263545158426,-1.1929235106735625,475.14934515953064,16332.090686559677
35,4.176962375640869,0.02180985749609321,5.541263545158426,-1.3643011695175566,480.44352412223816,16812.932205438614
36,4.306564807891846,0.021386689373476098,5.541263545158426,-1.23469873726658,473.62071919441223,17287.173312425613
37,4.167463302612305,0.020957218359521718,5.541263545158426,-1.373800242546121,475.8210051059723,17763.332682609558
38,4.179315090179443,0.02052186829027018,5.541263545158426,-1.3619484549789824,476.4079132080078,18240.511941194534
39,4.169087648391724,0.02008106880367938,5.541263545158426,-1.3721758967667022,477.6565041542053,18718.501081943512
40,4.1445441246032715,0.01963525491562422,5.541263545158426,-1.3967194205551543,477.4038643836975,19196.294045209885
41,4.06037449836731,0.019184866590588448,5.541263545158426,-1.4808890467911162,480.0694143772125,19676.915459871292
42,4.102504372596741,0.018730348307472826,5.541263545158426,-1.438759172561685,473.04801416397095,20150.515948295593
43,3.9321980476379395,0.018272148620948146,5.541263545158426,-1.6090654975204863,475.9176790714264,20626.730627298355
44,3.9025501012802124,0.017810719718785877,5.541263545158426,-1.6387134438782134,475.36482405662537,21102.646953821182
45,4.149691343307495,0.01734651697560347,5.541263545158426,-1.3915722018509307,477.80221009254456,21581.0211019516
46,4.027045845985413,0.016879998503464572,5.541263545158426,-1.5142176991730132,477.3286476135254,22058.830718755722
47,3.946107029914856,0.016411624699777718,5.541263545158426,-1.5951565152435698,474.17935824394226,22533.308078050613
48,3.8116960525512695,0.015941857792939707,5.541263545158426,-1.7295674926071563,475.89158034324646,23009.516593694687
49,3.6903241872787476,0.01547116138617193,5.541263545158426,-1.8509393578796782,477.4423031806946,23487.5628323555
50,3.8913779258728027,0.015000000000000005,5.541263545158426,-1.649885619285623,477.6560158729553,23965.777848243713
51,3.905220627784729,0.014528838613828081,5.541263545158426,-1.6360429173736968,474.2334396839142,24440.319226026535
52,3.848186731338501,0.014058142207060304,5.541263545158426,-1.6930768138199248,476.3935980796814,24917.008823156357
53,3.805534601211548,0.013588375300222288,5.541263545158426,-1.735728943946878,477.1818995475769,25394.49815273285
54,3.8836255073547363,0.01312000149653544,5.541263545158426,-1.6576380378036895,476.0322949886322,25870.84138393402
55,3.500519633293152,0.012653483024396539,5.541263545158426,-2.040743911865274,478.6904191970825,26350.142860651016
56,3.55936861038208,0.012189280281214132,5.541263545158426,-1.9818949347763457,478.5847375392914,26829.30305981636
57,3.4792455434799194,0.011727851379051867,5.541263545158426,-2.0620180016785064,478.3357148170471,27307.99377465248
58,3.645240902900696,0.011269651692527178,5.541263545158426,-1.89602264225773,473.9446008205414,27782.52175116539
59,3.5831347703933716,0.010815133409411563,5.541263545158426,-1.9581287747650542,474.82860922813416,28257.700357437134
60,3.5921519994735718,0.010364745084375794,5.541263545158426,-1.949111545684854,475.3496730327606,28733.375027418137
61,3.4587239027023315,0.00991893119632063,5.541263545158426,-2.0825396424560942,478.2754635810852,29211.989488363266
62,3.4576984643936157,0.009478131709729836,5.541263545158426,-2.08356508076481,476.01395082473755,29688.631831407547
63,3.5209094285964966,0.00904278164047829,5.541263545158426,-2.020354116561929,476.2470507621765,30165.493879556656
64,3.4012460708618164,0.00861331062652391,5.541263545158426,-2.1400174742966094,475.5995194911957,30641.493176937103
65,3.392573595046997,0.0081901425039068,5.541263545158426,-2.1486899501114287,476.1839497089386,31118.282124996185
66,3.348610520362854,0.007773694888474269,5.541263545158426,-2.192653024795572,474.74613547325134,31593.637261152267
